"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","GRADRATEFIELD","SOC_SCI","PC","A","2017",9.848,
"PRT","GRADRATEFIELD","EDU","PC","A","2005",14.855,
"PRT","GRADRATEFIELD","EDU","PC","A","2010",8.562,
"PRT","GRADRATEFIELD","EDU","PC","A","2011",7.7,
"PRT","GRADRATEFIELD","EDU","PC","A","2012",8.849,
"PRT","GRADRATEFIELD","EDU","PC","A","2013",9.023,
"PRT","GRADRATEFIELD","EDU","PC","A","2014",8.313,
"PRT","GRADRATEFIELD","EDU","PC","A","2015",6.906,
"PRT","GRADRATEFIELD","EDU","PC","A","2016",5.284,
"PRT","GRADRATEFIELD","EDU","PC","A","2017",4.807,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2005",19.263,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2010",20.087,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2011",20.267,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2012",18.664,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2013",17.201,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2014",17.505,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2015",18.579,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2016",18.21,
"PRT","GRADRATEFIELD","HEALTH","PC","A","2017",17.417,
"PRT","GRADRATEFIELD","ARTS","PC","A","2005",8.901,
"PRT","GRADRATEFIELD","ARTS","PC","A","2010",8.402,
"PRT","GRADRATEFIELD","ARTS","PC","A","2011",8.328,
"PRT","GRADRATEFIELD","ARTS","PC","A","2012",8.789,
"PRT","GRADRATEFIELD","ARTS","PC","A","2013",9.029,
"PRT","GRADRATEFIELD","ARTS","PC","A","2014",9.065,
"PRT","GRADRATEFIELD","ARTS","PC","A","2015",9.021,
"PRT","GRADRATEFIELD","ARTS","PC","A","2016",9.41,
"PRT","GRADRATEFIELD","ARTS","PC","A","2017",9.99,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2005",17.744,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2010",17.494,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2011",17.902,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2012",18.372,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2013",19.498,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2014",19.325,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2015",18.666,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2016",19.085,
"PRT","GRADRATEFIELD","BUSINESS","PC","A","2017",19.368,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2005",15.785,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2010",20.078,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2011",20.467,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2012",19.881,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2013",19.255,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2014",19.555,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2015",20.523,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2016",21.276,
"PRT","GRADRATEFIELD","ENGINEERING","PC","A","2017",20.914,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2005",9.839,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2010",11.738,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2011",11.359,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2012",12.006,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2013",11.392,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2014",11.129,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2015",11.345,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2016",11.287,
"PRT","GRADRATEFIELD","SOC_SCI","PC","A","2017",10.943,
"SVK","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","EDU","PC","A","2013",13.131,
"SVK","GRADRATEFIELD","EDU","PC","A","2014",12.699,
"SVK","GRADRATEFIELD","EDU","PC","A","2015",13.061,
"SVK","GRADRATEFIELD","EDU","PC","A","2016",13.129,
"SVK","GRADRATEFIELD","EDU","PC","A","2017",12.777,
"SVK","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","HEALTH","PC","A","2013",18.879,
"SVK","GRADRATEFIELD","HEALTH","PC","A","2014",18.038,
"SVK","GRADRATEFIELD","HEALTH","PC","A","2015",17.519,
"SVK","GRADRATEFIELD","HEALTH","PC","A","2016",17.761,
"SVK","GRADRATEFIELD","HEALTH","PC","A","2017",18.178,
"SVK","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","ARTS","PC","A","2013",6.884,
"SVK","GRADRATEFIELD","ARTS","PC","A","2014",7.111,
"SVK","GRADRATEFIELD","ARTS","PC","A","2015",7.369,
"SVK","GRADRATEFIELD","ARTS","PC","A","2016",7.495,
"SVK","GRADRATEFIELD","ARTS","PC","A","2017",7.706,
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2013",20.878,
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2014",21.639,
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2015",21.366,
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2016",20.334,
"SVK","GRADRATEFIELD","BUSINESS","PC","A","2017",20.378,
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2013",12.926,
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2014",12.534,
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2015",12.7,
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2016",12.431,
"SVK","GRADRATEFIELD","ENGINEERING","PC","A","2017",12.127,
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2013",11.468,
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2014",11.873,
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2015",11.496,
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2016",11.903,
"SVK","GRADRATEFIELD","SOC_SCI","PC","A","2017",11.564,
"ESP","GRADRATEFIELD","EDU","PC","A","2005",11.31,
"ESP","GRADRATEFIELD","EDU","PC","A","2010",16.338,
"ESP","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","EDU","PC","A","2013",13.784,
"ESP","GRADRATEFIELD","EDU","PC","A","2014",16.251,
"ESP","GRADRATEFIELD","EDU","PC","A","2015",16.346,
"ESP","GRADRATEFIELD","EDU","PC","A","2016",16.542,
"ESP","GRADRATEFIELD","EDU","PC","A","2017",16.401,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2005",12.714,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2010",15.159,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","HEALTH","PC","A","2013",14.708,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2014",15.165,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2015",14.632,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2016",15.999,
"ESP","GRADRATEFIELD","HEALTH","PC","A","2017",16.389,
"ESP","GRADRATEFIELD","ARTS","PC","A","2005",9.19,
"ESP","GRADRATEFIELD","ARTS","PC","A","2010",8.662,
"ESP","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","ARTS","PC","A","2013",9.056,
"ESP","GRADRATEFIELD","ARTS","PC","A","2014",8.584,
"ESP","GRADRATEFIELD","ARTS","PC","A","2015",8.891,
"ESP","GRADRATEFIELD","ARTS","PC","A","2016",9.147,
"ESP","GRADRATEFIELD","ARTS","PC","A","2017",9.085,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2005",22.231,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2010",18.673,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2013",20.066,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2014",19.393,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2015",19.336,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2016",18.642,
"ESP","GRADRATEFIELD","BUSINESS","PC","A","2017",18.928,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2005",17.514,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2010",17.101,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2013",16.461,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2014",15.776,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2015",16.452,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2016",14.876,
"ESP","GRADRATEFIELD","ENGINEERING","PC","A","2017",14.225,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2005",6.716,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2010",6.57,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2013",7.687,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2014",7.351,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2015",6.998,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2016",7.103,
"ESP","GRADRATEFIELD","SOC_SCI","PC","A","2017",7.078,
"SWE","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","EDU","PC","A","2013",13.182,
"SWE","GRADRATEFIELD","EDU","PC","A","2014",13.776,
"SWE","GRADRATEFIELD","EDU","PC","A","2015",12.076,
"SWE","GRADRATEFIELD","EDU","PC","A","2016",12.216,
"SWE","GRADRATEFIELD","EDU","PC","A","2017",12.227,
"SWE","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","HEALTH","PC","A","2013",22.775,
"SWE","GRADRATEFIELD","HEALTH","PC","A","2014",22.721,
"SWE","GRADRATEFIELD","HEALTH","PC","A","2015",21.846,
"SWE","GRADRATEFIELD","HEALTH","PC","A","2016",22.179,
"SWE","GRADRATEFIELD","HEALTH","PC","A","2017",23.056,
"SWE","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","ARTS","PC","A","2013",6.05,
"SWE","GRADRATEFIELD","ARTS","PC","A","2014",5.933,
"SWE","GRADRATEFIELD","ARTS","PC","A","2015",6.181,
"SWE","GRADRATEFIELD","ARTS","PC","A","2016",6.03,
"SWE","GRADRATEFIELD","ARTS","PC","A","2017",5.988,
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2013",16.297,
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2014",16.547,
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2015",17.906,
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2016",17.12,
"SWE","GRADRATEFIELD","BUSINESS","PC","A","2017",16.186,
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2013",18.208,
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2014",17.953,
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2015",18.149,
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2016",18.319,
"SWE","GRADRATEFIELD","ENGINEERING","PC","A","2017",18.807,
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2013",12.289,
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2014",12.371,
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2015",12.731,
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2016",12.982,
"SWE","GRADRATEFIELD","SOC_SCI","PC","A","2017",11.88,
"CHE","GRADRATEFIELD","EDU","PC","A","2005",8.797,
"CHE","GRADRATEFIELD","EDU","PC","A","2010",9.615,
"CHE","GRADRATEFIELD","EDU","PC","A","2011",9.688,
"CHE","GRADRATEFIELD","EDU","PC","A","2012",9.944,
"CHE","GRADRATEFIELD","EDU","PC","A","2013",10.05,
"CHE","GRADRATEFIELD","EDU","PC","A","2014",10.484,
"CHE","GRADRATEFIELD","EDU","PC","A","2015",9.883,
"CHE","GRADRATEFIELD","EDU","PC","A","2016",9.975,
"CHE","GRADRATEFIELD","EDU","PC","A","2017",9.655,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2005",13.139,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2010",14.224,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2011",13.865,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2012",13.057,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2013",13.178,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2014",13.681,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2015",14.533,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2016",14.867,
"CHE","GRADRATEFIELD","HEALTH","PC","A","2017",15.51,
"CHE","GRADRATEFIELD","ARTS","PC","A","2005",6.708,
"CHE","GRADRATEFIELD","ARTS","PC","A","2010",8.681,
"CHE","GRADRATEFIELD","ARTS","PC","A","2011",8.943,
"CHE","GRADRATEFIELD","ARTS","PC","A","2012",8.841,
"CHE","GRADRATEFIELD","ARTS","PC","A","2013",8.524,
"CHE","GRADRATEFIELD","ARTS","PC","A","2014",8.305,
"CHE","GRADRATEFIELD","ARTS","PC","A","2015",8.228,
"CHE","GRADRATEFIELD","ARTS","PC","A","2016",7.638,
"CHE","GRADRATEFIELD","ARTS","PC","A","2017",7.531,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2005",31.036,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2010",30.629,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2011",29.957,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2012",30.366,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2013",29.768,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2014",29.498,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2015",28.498,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2016",28.763,
"CHE","GRADRATEFIELD","BUSINESS","PC","A","2017",28.566,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2005",14.425,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2010",14.296,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2011",14.485,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2012",14.835,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2013",14.99,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2014",15.393,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2015",15.462,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2016",15.704,
"CHE","GRADRATEFIELD","ENGINEERING","PC","A","2017",15.838,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2005",5.764,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2010",6.471,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2011",6.989,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2012",6.987,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2013",6.907,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2014",6.766,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2015",7.076,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2016",7.118,
"CHE","GRADRATEFIELD","SOC_SCI","PC","A","2017",6.782,
"TUR","GRADRATEFIELD","EDU","PC","A","2005",17.335,
"TUR","GRADRATEFIELD","EDU","PC","A","2010",11.848,
"TUR","GRADRATEFIELD","EDU","PC","A","2011",10.046,
"TUR","GRADRATEFIELD","EDU","PC","A","2012",10.122,
"TUR","GRADRATEFIELD","EDU","PC","A","2013",10.122,
"TUR","GRADRATEFIELD","EDU","PC","A","2014",10.4,
"TUR","GRADRATEFIELD","EDU","PC","A","2015",10.277,
"TUR","GRADRATEFIELD","EDU","PC","A","2016",9.604,
"TUR","GRADRATEFIELD","EDU","PC","A","2017",9.544,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2005",7.113,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2010",5.908,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2011",5.494,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2012",5.722,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2013",5.722,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2014",6.525,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2015",7.677,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2016",10.084,
"TUR","GRADRATEFIELD","HEALTH","PC","A","2017",12.34,
"TUR","GRADRATEFIELD","ARTS","PC","A","2005",6.412,
"TUR","GRADRATEFIELD","ARTS","PC","A","2010",8.158,
"TUR","GRADRATEFIELD","ARTS","PC","A","2011",7.46,
"TUR","GRADRATEFIELD","ARTS","PC","A","2012",8.497,
"TUR","GRADRATEFIELD","ARTS","PC","A","2013",8.497,
"TUR","GRADRATEFIELD","ARTS","PC","A","2014",10.879,
"TUR","GRADRATEFIELD","ARTS","PC","A","2015",10.954,
"TUR","GRADRATEFIELD","ARTS","PC","A","2016",11.128,
"TUR","GRADRATEFIELD","ARTS","PC","A","2017",10.668,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2005",22.636,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2010",30.204,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2011",39.569,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2012",40.296,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2013",40.296,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2014",38.294,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2015",38.277,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2016",34.558,
"TUR","GRADRATEFIELD","BUSINESS","PC","A","2017",31.396,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2005",15.037,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2010",13.65,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2011",13.916,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2012",12.65,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2013",12.65,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2014",13.506,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2015",13.279,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2016",14.222,
"TUR","GRADRATEFIELD","ENGINEERING","PC","A","2017",15.233,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2005",14.952,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2010",14.558,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2011",6.205,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2012",6.413,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2013",6.413,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2014",7.268,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2015",7.504,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2016",8.191,
"TUR","GRADRATEFIELD","SOC_SCI","PC","A","2017",8.162,
"GBR","GRADRATEFIELD","EDU","PC","A","2005",10.122,
"GBR","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","EDU","PC","A","2012",10.857,
"GBR","GRADRATEFIELD","EDU","PC","A","2013",10.43,
"GBR","GRADRATEFIELD","EDU","PC","A","2014",10.126,
"GBR","GRADRATEFIELD","EDU","PC","A","2015",9.588,
"GBR","GRADRATEFIELD","EDU","PC","A","2016",9.253,
"GBR","GRADRATEFIELD","EDU","PC","A","2017",8.743,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2005",16.433,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","HEALTH","PC","A","2012",12.129,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2013",11.784,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2014",12.657,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2015",13.264,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2016",13.433,
"GBR","GRADRATEFIELD","HEALTH","PC","A","2017",14.252,
"GBR","GRADRATEFIELD","ARTS","PC","A","2005",15.92,
"GBR","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","ARTS","PC","A","2012",17.081,
"GBR","GRADRATEFIELD","ARTS","PC","A","2013",17.016,
"GBR","GRADRATEFIELD","ARTS","PC","A","2014",16.94,
"GBR","GRADRATEFIELD","ARTS","PC","A","2015",15.492,
"GBR","GRADRATEFIELD","ARTS","PC","A","2016",15.364,
"GBR","GRADRATEFIELD","ARTS","PC","A","2017",15.153,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2005",21.256,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2012",21.705,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2013",21.732,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2014",20.812,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2015",21.963,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2016",22.043,
"GBR","GRADRATEFIELD","BUSINESS","PC","A","2017",22.07,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2005",8.762,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2012",9.772,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2013",9.5,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2014",9.205,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2015",9.155,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2016",9.138,
"GBR","GRADRATEFIELD","ENGINEERING","PC","A","2017",9.083,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2005",11.579,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2012",12.399,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2013",9.841,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2014",10.287,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2015",11.82,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2016",11.888,
"GBR","GRADRATEFIELD","SOC_SCI","PC","A","2017",11.644,
"USA","GRADRATEFIELD","EDU","PC","A","2005",10.289,
"USA","GRADRATEFIELD","EDU","PC","A","2010",9.247,
"USA","GRADRATEFIELD","EDU","PC","A","2011",9.012,
"USA","GRADRATEFIELD","EDU","PC","A","2012",8.462,
"USA","GRADRATEFIELD","EDU","PC","A","2013",7.942,
"USA","GRADRATEFIELD","EDU","PC","A","2014",7.443,
"USA","GRADRATEFIELD","EDU","PC","A","2015",6.97,
"USA","GRADRATEFIELD","EDU","PC","A","2016",6.752,
"USA","GRADRATEFIELD","EDU","PC","A","2017",6.619,
"USA","GRADRATEFIELD","HEALTH","PC","A","2005",11.834,
"USA","GRADRATEFIELD","HEALTH","PC","A","2010",14.264,
"USA","GRADRATEFIELD","HEALTH","PC","A","2011",14.811,
"USA","GRADRATEFIELD","HEALTH","PC","A","2012",15.488,
"USA","GRADRATEFIELD","HEALTH","PC","A","2013",15.973,
"USA","GRADRATEFIELD","HEALTH","PC","A","2014",16.444,
"USA","GRADRATEFIELD","HEALTH","PC","A","2015",16.786,
